Age,Gender,Income_Level,Travel_Companion,Activity_Level,Budget,Target_Destination
63,Other,Medium,Group,3,Mid-range,Cultural/Historical
20,Female,Low,Group,2,Mid-range,Cultural/Historical
52,Male,High,Solo,1,Mid-range,Relaxation/Beach
58,Female,High,Group,2,Luxury,Cultural/Historical
23,Male,Low,Family,4,Mid-range,Adventure/Nature
42,Other,Low,Solo,3,Mid-range,Cultural/Historical
30,Female,Medium,Family,2,Luxury,Relaxation/Beach
51,Male,Medium,Group,3,Economical,Cultural/Historical
25,Female,Low,Group,1,Mid-range,Cultural/Historical
38,Male,High,Group,2,Luxury,Cultural/Historical
51,Other,Medium,Group,5,Mid-range,Cultural/Historical
21,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
42,Female,Low,Family,3,Economical,Cultural/Historical
32,Male,High,Solo,4,Luxury,Adventure/Nature
21,Female,Low,Group,5,Mid-range,Adventure/Nature
62,Female,High,Solo,2,Luxury,Relaxation/Beach
29,Female,Medium,Group,1,Economical,Relaxation/Beach
49,Female,Medium,Solo,2,Economical,Cultural/Historical
49,Female,High,Family,2,Mid-range,Relaxation/Beach
45,Male,High,Solo,5,Economical,Cultural/Historical
30,Male,Medium,Solo,5,Luxury,Relaxation/Beach
48,Male,Low,Group,5,Luxury,Adventure/Nature
31,Other,High,Solo,5,Mid-range,Adventure/Nature
37,Male,Medium,Family,4,Economical,Adventure/Nature
35,Female,Low,Solo,3,Economical,Cultural/Historical
46,Female,High,Family,5,Mid-range,Cultural/Historical
23,Male,Low,Solo,1,Economical,Adventure/Nature
49,Male,Low,Solo,2,Luxury,Relaxation/Beach
46,Male,Low,Group,5,Economical,Cultural/Historical
60,Male,Medium,Family,1,Mid-range,Relaxation/Beach
19,Male,Medium,Solo,4,Luxury,Relaxation/Beach
40,Male,Medium,Family,1,Mid-range,Relaxation/Beach
36,Female,Medium,Solo,1,Luxury,Relaxation/Beach
48,Other,Medium,Solo,4,Luxury,Cultural/Historical
22,Male,Medium,Family,4,Mid-range,Adventure/Nature
36,Male,Low,Solo,2,Mid-range,Relaxation/Beach
51,Male,High,Family,5,Economical,Cultural/Historical
27,Female,Low,Family,1,Luxury,Relaxation/Beach
42,Female,High,Group,3,Mid-range,Cultural/Historical
19,Male,Low,Group,3,Luxury,Cultural/Historical
28,Male,High,Solo,2,Mid-range,Relaxation/Beach
48,Female,Low,Solo,3,Economical,Cultural/Historical
32,Female,Low,Solo,2,Luxury,Relaxation/Beach
26,Male,High,Solo,5,Economical,Adventure/Nature
40,Female,High,Group,2,Luxury,Cultural/Historical
36,Male,Medium,Group,4,Economical,Adventure/Nature
26,Male,High,Family,4,Mid-range,Adventure/Nature
52,Female,Medium,Family,4,Mid-range,Cultural/Historical
38,Female,High,Solo,4,Luxury,Cultural/Historical
26,Male,Medium,Family,4,Luxury,Relaxation/Beach
45,Other,Medium,Group,4,Luxury,Cultural/Historical
63,Male,Medium,Family,4,Mid-range,Cultural/Historical
24,Female,Medium,Solo,4,Economical,Adventure/Nature
33,Female,High,Family,4,Mid-range,Adventure/Nature
33,Female,Low,Family,5,Mid-range,Cultural/Historical
50,Other,Low,Family,4,Luxury,Cultural/Historical
21,Male,Medium,Family,2,Luxury,Relaxation/Beach
21,Other,Medium,Family,5,Mid-range,Party/Nightlife
56,Female,Low,Family,3,Luxury,Cultural/Historical
57,Female,Medium,Group,1,Luxury,Cultural/Historical
34,Male,High,Solo,5,Luxury,Party/Nightlife
54,Female,Low,Group,4,Mid-range,Cultural/Historical
56,Female,Medium,Family,5,Luxury,Cultural/Historical
46,Male,High,Family,1,Mid-range,Relaxation/Beach
53,Other,Medium,Group,1,Economical,Adventure/Nature
55,Male,High,Family,4,Economical,Cultural/Historical
56,Male,High,Group,4,Economical,Cultural/Historical
54,Female,Medium,Solo,2,Economical,Cultural/Historical
52,Female,Medium,Solo,1,Economical,Cultural/Historical
24,Female,Medium,Family,4,Luxury,Party/Nightlife
44,Male,Medium,Group,1,Mid-range,Cultural/Historical
45,Other,High,Group,2,Mid-range,Cultural/Historical
39,Male,Medium,Family,3,Mid-range,Cultural/Historical
31,Male,Low,Family,1,Mid-range,Relaxation/Beach
24,Male,Low,Solo,2,Economical,Cultural/Historical
54,Female,Low,Group,2,Economical,Cultural/Historical
39,Other,Low,Solo,2,Luxury,Relaxation/Beach
22,Female,High,Family,5,Luxury,Relaxation/Beach
19,Female,Medium,Family,4,Mid-range,Adventure/Nature
44,Male,Medium,Family,1,Mid-range,Relaxation/Beach
38,Female,Medium,Family,5,Economical,Adventure/Nature
55,Female,High,Group,1,Mid-range,Cultural/Historical
32,Female,Medium,Family,5,Mid-range,Adventure/Nature
38,Male,High,Group,4,Luxury,Party/Nightlife
27,Female,Medium,Solo,2,Economical,Cultural/Historical
40,Female,High,Family,1,Luxury,Relaxation/Beach
56,Female,Medium,Family,2,Mid-range,Relaxation/Beach
22,Female,Low,Family,4,Mid-range,Adventure/Nature
18,Male,Medium,Group,1,Mid-range,Party/Nightlife
30,Female,Medium,Solo,3,Mid-range,Cultural/Historical
38,Male,Low,Solo,3,Mid-range,Cultural/Historical
43,Female,Medium,Family,3,Economical,Cultural/Historical
62,Female,Medium,Solo,4,Mid-range,Cultural/Historical
38,Male,Low,Group,3,Economical,Cultural/Historical
35,Other,High,Solo,1,Economical,Party/Nightlife
54,Female,Medium,Family,3,Economical,Cultural/Historical
62,Male,High,Solo,1,Mid-range,Relaxation/Beach
49,Female,Medium,Family,4,Economical,Cultural/Historical
53,Male,Medium,Family,2,Economical,Cultural/Historical
34,Female,Medium,Solo,5,Mid-range,Adventure/Nature
52,Female,Medium,Solo,3,Luxury,Cultural/Historical
28,Other,High,Family,5,Luxury,Cultural/Historical
38,Female,Low,Group,2,Luxury,Cultural/Historical
43,Female,High,Solo,4,Mid-range,Adventure/Nature
21,Female,High,Family,4,Mid-range,Adventure/Nature
51,Male,Medium,Group,2,Luxury,Cultural/Historical
35,Female,High,Group,5,Economical,Adventure/Nature
57,Female,Medium,Group,3,Economical,Cultural/Historical
52,Male,High,Group,1,Mid-range,Cultural/Historical
58,Male,High,Family,4,Economical,Cultural/Historical
46,Female,Low,Family,2,Mid-range,Relaxation/Beach
46,Female,High,Solo,5,Mid-range,Cultural/Historical
55,Male,Medium,Family,3,Economical,Cultural/Historical
59,Male,Medium,Group,5,Luxury,Cultural/Historical
38,Male,Medium,Family,3,Mid-range,Cultural/Historical
59,Female,Low,Family,1,Mid-range,Relaxation/Beach
30,Male,Medium,Family,1,Luxury,Relaxation/Beach
58,Female,High,Solo,2,Economical,Cultural/Historical
34,Male,Low,Group,2,Luxury,Cultural/Historical
26,Female,Low,Family,3,Mid-range,Cultural/Historical
58,Male,Low,Solo,3,Mid-range,Cultural/Historical
18,Female,Medium,Group,3,Luxury,Cultural/Historical
19,Male,High,Family,3,Mid-range,Cultural/Historical
46,Female,High,Group,1,Economical,Cultural/Historical
50,Male,High,Family,2,Economical,Adventure/Nature
27,Female,Medium,Family,2,Mid-range,Relaxation/Beach
57,Female,Low,Group,4,Luxury,Cultural/Historical
38,Male,High,Family,2,Economical,Cultural/Historical
45,Female,High,Family,2,Mid-range,Cultural/Historical
28,Female,Medium,Solo,5,Luxury,Cultural/Historical
51,Male,Medium,Group,5,Economical,Cultural/Historical
25,Male,High,Solo,4,Luxury,Party/Nightlife
39,Male,High,Group,3,Economical,Cultural/Historical
25,Female,Medium,Family,4,Economical,Adventure/Nature
32,Female,High,Family,4,Economical,Adventure/Nature
34,Male,Low,Group,1,Luxury,Relaxation/Beach
40,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
41,Female,Medium,Family,1,Economical,Party/Nightlife
62,Other,Low,Group,2,Mid-range,Party/Nightlife
36,Female,Low,Group,4,Mid-range,Adventure/Nature
22,Other,Low,Family,2,Mid-range,Relaxation/Beach
49,Female,Medium,Family,3,Luxury,Cultural/Historical
61,Male,High,Group,3,Economical,Cultural/Historical
18,Female,High,Group,4,Economical,Adventure/Nature
40,Female,Medium,Group,5,Mid-range,Adventure/Nature
54,Female,Medium,Family,3,Economical,Cultural/Historical
25,Female,High,Group,4,Luxury,Adventure/Nature
30,Female,Low,Family,1,Economical,Party/Nightlife
25,Female,High,Solo,5,Luxury,Cultural/Historical
40,Male,High,Family,3,Economical,Cultural/Historical
60,Male,Low,Solo,4,Luxury,Cultural/Historical
18,Female,High,Solo,4,Economical,Adventure/Nature
62,Female,High,Solo,1,Luxury,Relaxation/Beach
41,Male,Low,Solo,1,Economical,Adventure/Nature
52,Female,Low,Family,5,Luxury,Cultural/Historical
41,Female,Low,Solo,3,Mid-range,Cultural/Historical
34,Male,Medium,Solo,4,Mid-range,Adventure/Nature
22,Male,Medium,Solo,5,Economical,Adventure/Nature
37,Male,Medium,Solo,5,Luxury,Party/Nightlife
38,Other,Low,Solo,1,Economical,Cultural/Historical
57,Male,High,Family,4,Luxury,Cultural/Historical
48,Male,Medium,Group,2,Mid-range,Cultural/Historical
63,Female,Low,Group,1,Luxury,Cultural/Historical
53,Male,Medium,Group,4,Mid-range,Cultural/Historical
28,Male,Medium,Solo,5,Economical,Adventure/Nature
32,Male,Medium,Solo,5,Mid-range,Adventure/Nature
36,Female,Low,Solo,3,Economical,Cultural/Historical
24,Female,Low,Group,2,Economical,Cultural/Historical
45,Male,High,Solo,1,Mid-range,Relaxation/Beach
60,Male,High,Family,3,Luxury,Cultural/Historical
22,Other,Medium,Solo,3,Luxury,Cultural/Historical
22,Male,Medium,Solo,2,Economical,Cultural/Historical
47,Male,Medium,Group,1,Mid-range,Cultural/Historical
49,Male,High,Group,1,Economical,Cultural/Historical
25,Female,Medium,Group,5,Mid-range,Adventure/Nature
27,Female,High,Family,1,Economical,Relaxation/Beach
55,Male,Medium,Group,3,Luxury,Cultural/Historical
64,Female,Medium,Family,5,Luxury,Cultural/Historical
49,Male,Medium,Group,1,Economical,Cultural/Historical
45,Male,High,Solo,2,Mid-range,Relaxation/Beach
34,Female,High,Family,3,Economical,Cultural/Historical
48,Male,Low,Family,4,Luxury,Cultural/Historical
25,Female,Medium,Family,2,Economical,Cultural/Historical
57,Male,Medium,Group,2,Mid-range,Cultural/Historical
42,Female,Medium,Group,1,Luxury,Cultural/Historical
26,Male,High,Family,5,Economical,Adventure/Nature
19,Female,High,Family,5,Mid-range,Adventure/Nature
32,Male,High,Family,3,Economical,Cultural/Historical
20,Female,High,Group,1,Luxury,Adventure/Nature
53,Male,Low,Family,5,Economical,Cultural/Historical
21,Female,High,Solo,4,Luxury,Cultural/Historical
31,Male,High,Family,1,Luxury,Relaxation/Beach
58,Other,Medium,Solo,1,Luxury,Adventure/Nature
58,Male,High,Group,5,Mid-range,Cultural/Historical
42,Male,Low,Solo,2,Luxury,Relaxation/Beach
27,Female,High,Family,1,Economical,Cultural/Historical
38,Male,Medium,Group,2,Mid-range,Cultural/Historical
53,Male,Low,Solo,3,Economical,Cultural/Historical
29,Other,Medium,Solo,3,Mid-range,Cultural/Historical
44,Other,Medium,Family,5,Luxury,Relaxation/Beach
57,Male,Low,Solo,3,Luxury,Cultural/Historical
19,Other,Low,Solo,5,Mid-range,Adventure/Nature
30,Female,Medium,Group,5,Luxury,Party/Nightlife
49,Male,Medium,Group,2,Luxury,Cultural/Historical
48,Female,High,Group,2,Luxury,Cultural/Historical
33,Female,High,Group,3,Mid-range,Cultural/Historical
49,Other,Medium,Solo,2,Economical,Cultural/Historical
49,Male,High,Solo,1,Mid-range,Relaxation/Beach
51,Female,Medium,Solo,4,Mid-range,Cultural/Historical
28,Male,High,Group,1,Mid-range,Cultural/Historical
27,Male,Low,Family,1,Luxury,Relaxation/Beach
32,Male,Medium,Solo,5,Luxury,Relaxation/Beach
34,Other,Medium,Family,4,Mid-range,Adventure/Nature
57,Female,Low,Family,5,Economical,Cultural/Historical
35,Female,High,Family,2,Economical,Cultural/Historical
26,Female,High,Group,2,Economical,Cultural/Historical
42,Male,Medium,Family,4,Mid-range,Adventure/Nature
57,Male,Medium,Group,3,Luxury,Cultural/Historical
31,Male,High,Family,2,Mid-range,Relaxation/Beach
42,Male,High,Family,1,Mid-range,Party/Nightlife
39,Female,Low,Group,4,Economical,Adventure/Nature
47,Female,Medium,Group,4,Mid-range,Party/Nightlife
37,Male,Medium,Solo,2,Luxury,Relaxation/Beach
38,Male,Medium,Solo,2,Luxury,Relaxation/Beach
61,Male,Low,Family,5,Economical,Cultural/Historical
49,Male,Medium,Family,5,Luxury,Cultural/Historical
63,Other,High,Family,1,Economical,Cultural/Historical
38,Female,Medium,Group,4,Mid-range,Adventure/Nature
52,Female,High,Solo,3,Economical,Cultural/Historical
49,Female,High,Family,3,Mid-range,Cultural/Historical
47,Male,High,Solo,4,Economical,Cultural/Historical
56,Male,Low,Group,1,Mid-range,Cultural/Historical
29,Female,High,Group,5,Mid-range,Adventure/Nature
58,Female,Low,Family,5,Economical,Cultural/Historical
64,Male,Medium,Solo,5,Luxury,Cultural/Historical
35,Female,Medium,Group,3,Economical,Cultural/Historical
38,Female,Medium,Family,3,Luxury,Cultural/Historical
30,Female,High,Family,1,Mid-range,Relaxation/Beach
38,Other,High,Group,3,Luxury,Cultural/Historical
25,Female,Low,Group,2,Mid-range,Cultural/Historical
63,Female,Medium,Family,3,Economical,Cultural/Historical
57,Male,Medium,Family,5,Mid-range,Cultural/Historical
63,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
24,Male,High,Family,4,Luxury,Party/Nightlife
40,Male,Medium,Family,4,Luxury,Adventure/Nature
61,Female,High,Solo,1,Economical,Cultural/Historical
49,Female,Low,Solo,2,Mid-range,Relaxation/Beach
28,Male,Medium,Solo,4,Mid-range,Adventure/Nature
39,Female,Medium,Solo,5,Mid-range,Adventure/Nature
39,Male,Low,Family,4,Luxury,Party/Nightlife
60,Male,Medium,Family,4,Economical,Cultural/Historical
42,Male,High,Family,5,Mid-range,Cultural/Historical
39,Male,High,Family,3,Mid-range,Cultural/Historical
45,Male,Medium,Family,2,Economical,Cultural/Historical
46,Female,Medium,Group,5,Luxury,Cultural/Historical
30,Male,Low,Family,5,Economical,Adventure/Nature
35,Other,Low,Group,1,Mid-range,Cultural/Historical
19,Male,Medium,Family,2,Mid-range,Relaxation/Beach
46,Male,Low,Family,3,Economical,Cultural/Historical
38,Male,High,Solo,5,Economical,Adventure/Nature
32,Female,High,Family,3,Luxury,Cultural/Historical
44,Male,High,Group,5,Luxury,Party/Nightlife
48,Female,Medium,Group,5,Luxury,Cultural/Historical
32,Female,High,Group,1,Luxury,Adventure/Nature
40,Female,Medium,Solo,4,Economical,Adventure/Nature
41,Female,Medium,Family,2,Economical,Cultural/Historical
61,Male,High,Family,1,Economical,Cultural/Historical
30,Male,Medium,Family,3,Luxury,Cultural/Historical
39,Male,Low,Solo,5,Luxury,Adventure/Nature
60,Female,High,Group,5,Mid-range,Relaxation/Beach
54,Male,High,Group,2,Luxury,Cultural/Historical
50,Male,High,Family,1,Mid-range,Relaxation/Beach
20,Other,Medium,Solo,1,Economical,Cultural/Historical
36,Male,Medium,Solo,3,Economical,Cultural/Historical
40,Female,High,Family,1,Economical,Party/Nightlife
46,Female,Low,Solo,1,Mid-range,Relaxation/Beach
47,Male,Medium,Group,4,Mid-range,Cultural/Historical
56,Male,Low,Family,2,Luxury,Relaxation/Beach
61,Male,Medium,Family,1,Economical,Cultural/Historical
64,Female,Medium,Family,3,Luxury,Cultural/Historical
42,Female,Low,Solo,5,Mid-range,Party/Nightlife
54,Female,Low,Group,1,Luxury,Cultural/Historical
64,Other,Medium,Family,1,Luxury,Relaxation/Beach
25,Female,Low,Group,5,Luxury,Party/Nightlife
59,Male,Low,Family,4,Mid-range,Cultural/Historical
33,Male,High,Family,2,Economical,Adventure/Nature
25,Female,Medium,Solo,4,Mid-range,Adventure/Nature
18,Male,Medium,Family,3,Economical,Cultural/Historical
61,Male,High,Group,1,Mid-range,Cultural/Historical
22,Female,Low,Group,4,Economical,Adventure/Nature
20,Male,Medium,Group,2,Mid-range,Cultural/Historical
18,Other,Medium,Solo,3,Luxury,Cultural/Historical
21,Female,High,Group,4,Economical,Adventure/Nature
57,Male,High,Group,1,Luxury,Party/Nightlife
52,Other,High,Solo,2,Economical,Cultural/Historical
49,Male,High,Group,1,Economical,Cultural/Historical
59,Male,Low,Solo,1,Mid-range,Relaxation/Beach
51,Male,Low,Family,3,Luxury,Cultural/Historical
60,Male,Medium,Solo,2,Luxury,Relaxation/Beach
42,Female,Low,Group,5,Luxury,Adventure/Nature
27,Male,High,Solo,1,Economical,Cultural/Historical
38,Male,Medium,Family,2,Economical,Cultural/Historical
63,Male,Low,Family,1,Economical,Cultural/Historical
56,Female,High,Solo,4,Mid-range,Cultural/Historical
44,Female,Low,Family,4,Luxury,Party/Nightlife
44,Male,Medium,Solo,2,Luxury,Relaxation/Beach
19,Male,Medium,Family,3,Economical,Cultural/Historical
58,Male,Medium,Group,5,Luxury,Cultural/Historical
30,Male,Medium,Group,4,Mid-range,Adventure/Nature
26,Female,Low,Group,3,Economical,Cultural/Historical
53,Female,Medium,Family,5,Mid-range,Relaxation/Beach
39,Male,High,Solo,4,Mid-range,Adventure/Nature
59,Male,High,Family,5,Mid-range,Cultural/Historical
43,Male,Medium,Solo,1,Economical,Party/Nightlife
29,Female,Medium,Group,2,Luxury,Cultural/Historical
34,Male,High,Solo,4,Mid-range,Adventure/Nature
31,Other,High,Group,4,Economical,Adventure/Nature
31,Female,Low,Solo,1,Mid-range,Relaxation/Beach
51,Male,Medium,Group,4,Luxury,Cultural/Historical
37,Female,High,Solo,4,Mid-range,Party/Nightlife
28,Other,Medium,Solo,4,Luxury,Adventure/Nature
33,Female,Low,Family,4,Economical,Adventure/Nature
48,Male,Medium,Solo,4,Mid-range,Cultural/Historical
23,Male,Low,Family,3,Mid-range,Cultural/Historical
36,Female,Medium,Family,4,Economical,Adventure/Nature
54,Female,Medium,Solo,1,Mid-range,Relaxation/Beach
21,Female,High,Group,4,Mid-range,Adventure/Nature
64,Female,Medium,Family,5,Mid-range,Cultural/Historical
21,Female,Low,Family,5,Economical,Adventure/Nature
37,Other,Low,Family,1,Mid-range,Relaxation/Beach
27,Male,High,Family,3,Luxury,Cultural/Historical
41,Female,Low,Solo,1,Luxury,Relaxation/Beach
52,Female,Medium,Solo,3,Luxury,Cultural/Historical
43,Female,Low,Family,2,Mid-range,Relaxation/Beach
54,Female,High,Family,5,Economical,Cultural/Historical
55,Male,Medium,Family,5,Luxury,Cultural/Historical
38,Female,Medium,Family,5,Economical,Adventure/Nature
57,Female,Medium,Family,3,Luxury,Cultural/Historical
56,Male,High,Solo,1,Luxury,Relaxation/Beach
38,Female,Medium,Solo,3,Mid-range,Cultural/Historical
27,Male,High,Family,5,Economical,Adventure/Nature
55,Male,High,Solo,5,Luxury,Relaxation/Beach
63,Male,High,Solo,5,Luxury,Cultural/Historical
21,Male,Medium,Solo,5,Luxury,Adventure/Nature
62,Female,High,Group,2,Economical,Cultural/Historical
37,Female,Low,Family,5,Mid-range,Adventure/Nature
34,Female,Medium,Solo,3,Economical,Cultural/Historical
24,Female,High,Solo,5,Mid-range,Adventure/Nature
21,Male,Low,Family,4,Mid-range,Adventure/Nature
46,Male,Low,Family,2,Luxury,Relaxation/Beach
31,Female,Medium,Group,5,Economical,Adventure/Nature
20,Male,Medium,Group,4,Mid-range,Adventure/Nature
41,Other,Medium,Family,3,Economical,Cultural/Historical
54,Female,High,Solo,2,Mid-range,Relaxation/Beach
33,Female,High,Group,5,Luxury,Party/Nightlife
21,Other,Medium,Group,3,Luxury,Cultural/Historical
41,Male,Low,Family,4,Mid-range,Cultural/Historical
51,Male,High,Family,2,Economical,Cultural/Historical
47,Female,Low,Solo,5,Mid-range,Cultural/Historical
35,Male,Low,Family,3,Economical,Cultural/Historical
36,Other,Low,Family,2,Mid-range,Adventure/Nature
48,Male,Medium,Group,4,Economical,Cultural/Historical
36,Female,Low,Family,5,Luxury,Relaxation/Beach
63,Female,Low,Group,2,Economical,Cultural/Historical
36,Female,Medium,Solo,4,Economical,Adventure/Nature
39,Male,Low,Solo,4,Mid-range,Adventure/Nature
41,Male,Medium,Family,3,Luxury,Cultural/Historical
62,Female,High,Solo,4,Luxury,Relaxation/Beach
29,Male,High,Family,4,Luxury,Party/Nightlife
47,Female,Low,Solo,1,Economical,Cultural/Historical
55,Female,Low,Group,4,Economical,Cultural/Historical
48,Female,High,Group,5,Luxury,Cultural/Historical
53,Female,Low,Family,2,Luxury,Relaxation/Beach
36,Male,High,Solo,5,Mid-range,Adventure/Nature
62,Female,Low,Family,5,Mid-range,Cultural/Historical
53,Female,High,Group,3,Economical,Cultural/Historical
47,Male,Medium,Family,1,Luxury,Relaxation/Beach
50,Other,Medium,Solo,1,Economical,Cultural/Historical
35,Female,High,Solo,5,Mid-range,Adventure/Nature
45,Male,Medium,Solo,2,Luxury,Relaxation/Beach
64,Male,Medium,Solo,1,Luxury,Relaxation/Beach
28,Other,Medium,Group,1,Economical,Party/Nightlife
62,Male,High,Group,5,Economical,Cultural/Historical
50,Female,Low,Solo,1,Economical,Cultural/Historical
34,Female,Low,Solo,3,Mid-range,Cultural/Historical
23,Male,Medium,Solo,5,Mid-range,Adventure/Nature
21,Male,Low,Group,1,Economical,Cultural/Historical
37,Female,Medium,Family,1,Economical,Party/Nightlife
64,Male,Low,Family,1,Economical,Cultural/Historical
44,Female,Medium,Family,5,Luxury,Relaxation/Beach
32,Male,Low,Family,2,Luxury,Relaxation/Beach
23,Female,Medium,Family,4,Mid-range,Adventure/Nature
64,Female,Low,Solo,1,Luxury,Relaxation/Beach
31,Male,Low,Family,4,Mid-range,Adventure/Nature
28,Male,Low,Family,4,Luxury,Cultural/Historical
56,Male,High,Solo,1,Mid-range,Relaxation/Beach
26,Male,Low,Solo,1,Luxury,Relaxation/Beach
43,Female,High,Family,4,Economical,Relaxation/Beach
33,Female,Low,Family,2,Mid-range,Relaxation/Beach
22,Male,Low,Family,4,Luxury,Relaxation/Beach
27,Female,Medium,Group,2,Economical,Cultural/Historical
20,Female,Medium,Solo,3,Economical,Cultural/Historical
30,Male,High,Solo,2,Economical,Cultural/Historical
60,Male,High,Solo,5,Economical,Cultural/Historical
47,Other,High,Family,1,Economical,Cultural/Historical
62,Female,Medium,Family,3,Mid-range,Cultural/Historical
23,Female,Medium,Family,4,Economical,Adventure/Nature
34,Female,Medium,Solo,2,Economical,Cultural/Historical
62,Male,High,Family,3,Luxury,Cultural/Historical
36,Female,Medium,Group,5,Mid-range,Adventure/Nature
59,Female,Medium,Group,2,Economical,Cultural/Historical
52,Female,Low,Group,4,Mid-range,Cultural/Historical
63,Male,Low,Group,4,Luxury,Cultural/Historical
43,Male,High,Group,2,Luxury,Relaxation/Beach
22,Male,Medium,Solo,5,Economical,Adventure/Nature
46,Other,Medium,Solo,1,Luxury,Relaxation/Beach
54,Male,Low,Solo,1,Luxury,Relaxation/Beach
37,Female,High,Family,4,Luxury,Party/Nightlife
38,Male,Low,Group,5,Economical,Adventure/Nature
27,Male,High,Solo,4,Economical,Adventure/Nature
22,Female,Low,Family,1,Mid-range,Relaxation/Beach
53,Female,High,Family,4,Economical,Cultural/Historical
23,Female,High,Group,2,Economical,Cultural/Historical
43,Male,Low,Family,2,Economical,Cultural/Historical
21,Female,Medium,Group,5,Luxury,Party/Nightlife
56,Male,Medium,Solo,1,Economical,Cultural/Historical
56,Male,Low,Solo,5,Economical,Cultural/Historical
52,Female,High,Family,5,Luxury,Cultural/Historical
18,Male,Medium,Family,1,Economical,Relaxation/Beach
41,Male,Medium,Solo,3,Mid-range,Cultural/Historical
53,Female,Low,Family,3,Mid-range,Cultural/Historical
23,Female,Medium,Group,4,Luxury,Party/Nightlife
58,Female,High,Family,3,Luxury,Cultural/Historical
63,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
61,Male,High,Family,5,Luxury,Cultural/Historical
48,Male,High,Family,4,Mid-range,Cultural/Historical
37,Other,Low,Solo,5,Mid-range,Adventure/Nature
41,Female,Low,Family,1,Economical,Party/Nightlife
42,Female,High,Solo,3,Mid-range,Cultural/Historical
53,Male,Medium,Solo,1,Mid-range,Cultural/Historical
38,Female,Low,Group,4,Mid-range,Adventure/Nature
47,Male,Low,Solo,2,Mid-range,Relaxation/Beach
41,Female,Medium,Group,3,Economical,Cultural/Historical
61,Other,High,Family,1,Mid-range,Relaxation/Beach
59,Other,Low,Group,3,Luxury,Cultural/Historical
47,Female,Low,Solo,5,Economical,Cultural/Historical
39,Female,High,Family,2,Mid-range,Relaxation/Beach
45,Other,High,Solo,3,Mid-range,Cultural/Historical
24,Female,Medium,Group,2,Luxury,Cultural/Historical
52,Male,High,Family,5,Economical,Cultural/Historical
45,Female,Medium,Solo,5,Mid-range,Cultural/Historical
31,Male,High,Group,1,Economical,Cultural/Historical
27,Female,Medium,Family,4,Mid-range,Adventure/Nature
33,Female,Low,Solo,1,Economical,Cultural/Historical
33,Female,High,Family,2,Mid-range,Relaxation/Beach
48,Male,Medium,Family,1,Luxury,Relaxation/Beach
59,Male,High,Solo,3,Economical,Cultural/Historical
42,Female,Medium,Family,1,Luxury,Relaxation/Beach
30,Female,High,Solo,4,Mid-range,Adventure/Nature
23,Female,High,Family,4,Economical,Adventure/Nature
61,Male,Low,Group,2,Mid-range,Cultural/Historical
26,Other,High,Family,5,Mid-range,Adventure/Nature
62,Other,Medium,Family,4,Economical,Cultural/Historical
53,Male,High,Solo,2,Luxury,Party/Nightlife
60,Male,Medium,Solo,4,Luxury,Cultural/Historical
37,Female,High,Solo,4,Luxury,Cultural/Historical
35,Female,Medium,Family,5,Mid-range,Adventure/Nature
60,Other,Low,Family,3,Economical,Cultural/Historical
38,Female,Low,Group,2,Luxury,Cultural/Historical
21,Female,Medium,Solo,4,Mid-range,Adventure/Nature
50,Female,High,Family,4,Luxury,Cultural/Historical
44,Male,Medium,Family,1,Luxury,Relaxation/Beach
24,Male,Medium,Family,3,Luxury,Cultural/Historical
23,Female,Low,Group,5,Mid-range,Adventure/Nature
32,Female,Medium,Solo,2,Luxury,Relaxation/Beach
35,Female,Low,Solo,4,Mid-range,Adventure/Nature
49,Female,High,Family,2,Mid-range,Relaxation/Beach
28,Male,High,Solo,5,Mid-range,Adventure/Nature
37,Female,Medium,Solo,3,Economical,Adventure/Nature
41,Male,Low,Solo,1,Mid-range,Relaxation/Beach
32,Male,Low,Solo,3,Luxury,Cultural/Historical
24,Female,Medium,Family,1,Economical,Party/Nightlife
38,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
59,Other,High,Family,3,Mid-range,Cultural/Historical
43,Male,Low,Family,3,Mid-range,Cultural/Historical
61,Female,High,Family,3,Mid-range,Cultural/Historical
31,Male,Medium,Group,5,Luxury,Relaxation/Beach
54,Male,Medium,Solo,2,Economical,Cultural/Historical
38,Female,Medium,Group,1,Luxury,Relaxation/Beach
35,Female,Low,Family,3,Luxury,Cultural/Historical
22,Female,Medium,Group,2,Mid-range,Cultural/Historical
20,Male,High,Family,5,Economical,Adventure/Nature
40,Female,Medium,Family,5,Mid-range,Party/Nightlife
43,Male,High,Group,2,Luxury,Cultural/Historical
54,Female,Medium,Group,1,Mid-range,Adventure/Nature
41,Male,Low,Solo,2,Mid-range,Relaxation/Beach
36,Male,Medium,Solo,2,Luxury,Relaxation/Beach
42,Female,Medium,Family,4,Luxury,Cultural/Historical
38,Other,Medium,Group,5,Mid-range,Adventure/Nature
29,Male,Low,Solo,1,Luxury,Relaxation/Beach
58,Male,Medium,Family,4,Economical,Cultural/Historical
50,Female,Low,Family,2,Luxury,Relaxation/Beach
21,Male,Low,Group,5,Mid-range,Adventure/Nature
59,Male,Medium,Family,4,Mid-range,Cultural/Historical
